1,0.0,749
2,0.02,756
3,0.04,764
4,0.06,772
5,0.08,780
6,0.1,788
7,0.12,796
8,0.14,804
9,0.16,812
10,0.18,822
11,0.2,831
12,0.22,840
13,0.24,848
14,0.26,855
15,0.28,862
16,0.3,869
17,0.32,876
18,0.34,886
19,0.36,895
20,0.38,904
21,0.4,912
22,0.42,920
23,0.44,927
24,0.46,934
25,0.48,941
26,0.5,949
27,0.52,958
28,0.54,967
29,0.56,977
30,0.58,987
31,0.6,997
32,0.62,1007
33,0.64,1018
34,0.66,1030
35,0.68,1043
36,0.7000000000000001,1056
37,0.72,1069
38,0.74,1081
39,0.76,1094
40,0.78,1105
41,0.8,1117
42,0.8200000000000001,1128
43,0.84,1139
44,0.86,1150
45,0.88,1161
46,0.9,1171
47,0.92,1182
48,0.9400000000000001,1193
49,0.96,1205
50,0.98,1217
51,1.0,1230
52,1.02,1243
53,1.04,1256
54,1.06,1269
55,1.08,1283
56,1.1,1298
57,1.12,1312
58,1.1400000000000001,1328
59,1.16,1344
60,1.18,1359
61,1.2,1373
62,1.22,1388
63,1.24,1402
64,1.26,1418
65,1.28,1435
66,1.3,1451
67,1.32,1468
68,1.34,1484
69,1.36,1500
70,1.3800000000000001,1516
71,1.4000000000000001,1535
72,1.42,1554
73,1.44,1574
74,1.46,1593
75,1.48,1612
76,1.5,1629
77,1.52,1646
78,1.54,1660
79,1.56,1675
80,1.58,1689
81,1.6,1702
82,1.62,1715
83,1.6400000000000001,1729
84,1.6600000000000001,1742
85,1.68,1754
86,1.7,1764
87,1.72,1774
88,1.74,1782
89,1.76,1789
90,1.78,1794
91,1.8,1797
92,1.82,1798
93,1.84,1798
94,1.86,1796
95,1.8800000000000001,1792
96,1.9000000000000001,1788
97,1.92,1783
98,1.94,1778
99,1.96,1774
100,1.98,1772
101,2.0,1771
102,2.02,1770
103,2.04,1771
104,2.06,1771
105,2.08,1772
106,2.1,1772
107,2.12,1771
108,2.14,1768
109,2.16,1764
110,2.18,1758
111,2.2,1751
112,2.22,1741
113,2.24,1731
114,2.2600000000000002,1721
115,2.2800000000000002,1712
116,2.3000000000000003,1702
117,2.32,1695
118,2.34,1690
119,2.36,1684
120,2.38,1678
121,2.4,1673
122,2.42,1668
123,2.44,1659
124,2.46,1650
125,2.48,1641
126,2.5,1631
127,2.52,1621
128,2.54,1612
129,2.56,1603
130,2.58,1594
131,2.6,1583
132,2.62,1571
133,2.64,1559
134,2.66,1547
135,2.68,1533
136,2.7,1519
137,2.72,1505
138,2.74,1491
139,2.7600000000000002,1478
140,2.7800000000000002,1468
141,2.8000000000000003,1458
142,2.82,1449
143,2.84,1439
144,2.86,1428
145,2.88,1419
146,2.9,1413
147,2.92,1409
148,2.94,1407
149,2.96,1407
150,2.98,1406
151,3.0,1403
152,3.02,1398
153,3.04,1393
154,3.06,1386
155,3.08,1379
156,3.1,1371
157,3.12,1364
158,3.14,1355
159,3.16,1347
160,3.18,1339
161,3.2,1332
162,3.22,1326
163,3.24,1320
164,3.2600000000000002,1311
165,3.2800000000000002,1301
166,3.3000000000000003,1289
167,3.3200000000000003,1275
168,3.34,1261
169,3.36,1248
170,3.38,1236
171,3.4,1225
172,3.42,1216
173,3.44,1207
174,3.46,1196
175,3.48,1185
176,3.5,1174
177,3.52,1162
178,3.54,1150
179,3.56,1139
180,3.58,1130
181,3.6,1121
182,3.62,1112
183,3.64,1102
184,3.66,1091
185,3.68,1080
186,3.7,1069
187,3.72,1058
188,3.74,1048
189,3.7600000000000002,1037
190,3.7800000000000002,1025
191,3.8000000000000003,1012
192,3.8200000000000003,1000
193,3.84,989
194,3.86,979
195,3.88,970
196,3.9,962
197,3.92,955
198,3.94,948
199,3.96,941
200,3.98,934
201,4.0,926
202,4.0200000000000005,919
203,4.04,912
204,4.0600000000000005,903
205,4.08,895
206,4.1,887
207,4.12,879
208,4.14,872
209,4.16,866
210,4.18,860
211,4.2,853
212,4.22,845
213,4.24,837
214,4.26,829
215,4.28,822
216,4.3,813
217,4.32,804
218,4.34,794
219,4.36,784
220,4.38,773
